created_at,status,days,weather,temperature,humidity,light_intensity,time_minutes,is_motion
3/17/2020 10:37,False,2,7,31.8469,67.9781,25.9635,637,True
3/17/2020 10:37,False,2,7,31.9,67.8,26.5278,637,True
3/17/2020 10:37,False,2,7,31.9,67.8,27.5,637,True
3/17/2020 10:37,False,2,7,31.95,67.8,26.6667,637,True
3/17/2020 10:37,False,2,7,31.9333,67.75,27.5,637,True
3/17/2020 10:38,False,2,7,31.9346,67.8077,29.2308,638,True
3/17/2020 10:41,False,2,7,31.9981,67.5944,26.9907,641,True
3/17/2020 10:41,False,2,7,32.0333,67.5667,26.3889,641,True
3/17/2020 10:41,False,2,7,32.0222,67.8,25.6481,641,True
3/17/2020 10:48,False,2,7,32.0,67.85,30.4167,648,True
3/17/2020 10:48,False,2,7,31.975,67.825,30.8333,648,True
3/17/2020 10:59,False,2,7,32.05,67.75,20.4167,659,True
3/17/2020 10:59,False,2,7,32.1,68.2667,7.77778,659,True
3/17/2020 10:59,False,2,7,32.1,68.0,28.75,659,True
3/17/2020 10:59,False,2,7,32.1059,68.0824,31.3235,659,True
3/17/2020 11:02,False,2,7,32.1093,68.0791,29.5543,662,False
3/17/2020 11:04,False,2,7,32.3,66.6,31.6667,664,False
3/17/2020 11:04,False,2,7,32.3,66.6,31.6667,664,False
3/17/2020 11:05,False,2,7,32.3471,67.0471,31.4216,665,False
3/17/2020 11:07,False,2,7,32.3933,67.02,31.4444,666,False
3/17/2020 11:07,False,2,7,32.4,66.55,30.8333,667,True
3/17/2020 11:07,False,2,7,32.4,66.55,31.6667,667,True
3/17/2020 11:07,False,2,7,32.4333,66.4833,30.8333,667,True
3/17/2020 11:07,False,2,7,32.4778,66.3111,30.1852,667,False
3/17/2020 11:11,False,2,7,32.55,66.4667,25.8333,671,True
3/17/2020 11:11,False,2,7,32.58,66.46,25.6667,671,True
3/17/2020 11:12,False,2,7,32.6,66.1,25.0,672,True
3/17/2020 11:12,False,2,7,32.6,66.6333,26.3889,672,True
3/17/2020 11:12,False,2,7,32.6,66.775,27.7083,672,False
3/17/2020 11:13,False,2,7,32.5909,66.2091,28.3333,673,True
3/17/2020 11:13,False,2,7,32.6,66.0875,28.3333,673,True
3/17/2020 11:15,False,2,7,32.6125,66.13,27.375,675,True
3/17/2020 11:15,False,2,7,32.6,66.1,25.8333,675,False
3/17/2020 11:16,False,2,7,32.6,66.2,25.8333,676,False
3/17/2020 11:16,False,2,7,32.6,66.1667,26.9444,676,False
3/17/2020 11:16,False,2,7,32.6167,65.8667,29.1667,676,False
3/17/2020 11:17,False,2,7,32.7,65.3391,29.6739,677,False
3/17/2020 11:17,False,2,7,32.7,65.1,30.0,677,False
3/17/2020 11:17,False,2,7,32.75,65.15,30.0,677,True
3/17/2020 11:18,False,2,7,32.7909,65.6545,30.303,678,True
3/17/2020 11:18,False,2,7,32.8,65.7125,30.8333,678,False
3/17/2020 11:20,False,2,7,32.8,65.1,30.8333,680,True
3/17/2020 11:21,False,2,7,32.8,64.85,30.8333,681,False
3/17/2020 11:22,False,2,7,32.9,65.5333,30.0,682,True
3/17/2020 11:23,False,2,7,32.8938,64.925,29.6875,683,False
3/17/2020 11:24,False,2,7,32.9,64.8636,29.1667,684,True
3/17/2020 11:25,False,2,7,32.9,64.9143,29.1667,685,True
3/17/2020 11:25,False,2,7,32.9,64.6667,29.1667,685,False
3/17/2020 11:27,False,2,7,32.9615,64.2231,29.1026,687,False
3/17/2020 11:28,False,2,7,33.05,64.2,28.75,688,True
3/17/2020 11:28,False,2,7,33.0,64.45,28.3333,688,True
3/17/2020 11:28,False,2,7,33.0,64.15,28.3333,688,False
3/17/2020 11:29,False,2,7,33.0,63.975,28.3333,689,True
3/17/2020 11:29,False,2,7,33.0,64.0167,28.3333,689,False
3/17/2020 11:29,False,2,7,33.07,63.53,29.0,689,False
3/17/2020 11:30,False,2,7,33.1,63.6667,28.6111,690,True
3/17/2020 11:30,False,2,7,33.1,64.65,79.5833,690,True
3/17/2020 11:30,False,2,7,33.1,64.95,88.3333,690,False
3/17/2020 11:31,False,2,7,33.075,65.55,60.8333,691,True
3/17/2020 11:36,False,2,2,33.25,63.2,24.5833,696,True
3/17/2020 11:36,False,2,7,33.2,64.425,24.4792,696,True
3/17/2020 11:38,False,2,2,33.15,63.45,25.8333,698,True
3/17/2020 11:38,False,2,7,33.15,63.5,25.8333,698,False
3/17/2020 11:38,False,2,7,33.2,63.2,25.8333,698,False
3/17/2020 11:39,False,2,2,33.15,62.85,25.8333,699,False
3/17/2020 11:39,False,2,7,33.15,62.85,25.8333,699,True
3/17/2020 11:39,False,2,7,33.1667,62.5667,26.3889,699,True
3/17/2020 11:40,False,2,2,33.2,61.85,25.8333,700,True
3/17/2020 11:40,False,2,7,33.15,61.35,26.25,700,True
3/17/2020 11:40,False,2,7,33.1,60.95,26.25,700,False
3/17/2020 11:41,False,2,7,33.125,61.475,26.0417,701,True
3/17/2020 11:42,False,2,7,33.2,61.9,27.5,702,False
3/17/2020 11:42,False,2,2,33.2,62.0,27.5,702,False
3/17/2020 11:43,False,2,2,33.17,61.94,27.8333,703,False
3/17/2020 11:46,False,2,2,33.2,61.85,31.25,706,True
3/17/2020 11:46,False,2,7,33.2,61.7,31.25,706,True
3/17/2020 11:46,False,2,7,33.2,61.6167,29.7222,706,True
3/17/2020 11:46,False,2,7,33.2,61.45,27.9167,706,True
3/17/2020 11:46,False,2,7,33.2,61.25,27.9167,706,False
3/17/2020 11:46,False,2,2,33.25,61.1,28.3333,706,False
3/17/2020 11:47,False,2,2,33.2538,61.3077,26.7949,707,True
3/17/2020 11:47,False,2,2,33.25,62.05,27.5,707,True
3/17/2020 11:47,False,2,2,33.25,62.2,47.9167,707,True
3/17/2020 11:48,False,2,2,33.19,62.4,47.0833,708,True
3/17/2020 11:49,False,2,2,33.1,62.0,25.2778,709,False
3/17/2020 11:50,False,2,2,33.1571,62.2143,28.0952,710,False
3/17/2020 11:51,False,2,2,33.1875,61.8,28.2292,711,False
3/17/2020 11:51,False,2,2,33.2,62.2375,30.0,711,False
3/17/2020 11:52,False,2,2,33.3,61.9833,30.8333,712,False
3/17/2020 11:52,False,2,2,33.26,62.55,56.4167,712,True
3/17/2020 11:52,False,2,2,33.25,62.2,86.25,712,True
3/17/2020 11:53,False,2,2,33.2077,62.1538,81.4103,713,True
3/17/2020 12:03,False,2,2,33.35,62.0,2.91667,723,False
3/17/2020 12:03,False,2,2,33.4,62.3286,2.7381,723,True
3/17/2020 12:04,False,2,2,33.4,62.35,2.91667,724,True
3/17/2020 12:04,True,2,2,33.35,62.65,2.5,724,False
3/17/2020 12:04,True,2,2,33.3143,62.7429,15.5952,724,True
3/17/2020 12:05,True,2,2,33.3,63.22,16.8333,725,True
3/17/2020 12:05,True,2,2,33.3,63.3,16.6667,725,False
3/17/2020 12:06,True,2,2,33.2833,63.3667,16.6667,726,True
3/17/2020 12:06,True,2,2,33.2125,63.2625,16.6667,726,True
3/17/2020 12:06,True,2,2,33.1,62.9,16.6667,726,True
3/17/2020 12:07,True,2,2,32.95,62.7,16.25,727,True
3/17/2020 12:07,True,2,2,32.95,62.75,15.8333,727,True
3/17/2020 12:07,True,2,2,32.85,62.6,15.8333,727,True
3/17/2020 12:07,True,2,2,32.8,62.5,15.8333,727,True
3/17/2020 12:08,True,2,2,32.8,62.35,15.8333,728,True
3/17/2020 12:08,True,2,2,32.7,62.1,15.8333,728,True
3/17/2020 12:08,True,2,2,32.65,61.95,15.8333,728,True
3/17/2020 12:08,True,2,2,32.575,61.8,15.8333,728,True
3/17/2020 12:09,True,2,2,32.42,61.17,15.8333,729,True
3/17/2020 12:09,True,2,2,32.25,60.9,15.8333,729,True
3/17/2020 12:10,True,2,2,31.95,60.3,15.8333,730,True
3/17/2020 12:11,True,2,2,31.9,60.25,15.8333,731,True
3/17/2020 12:11,True,2,2,31.85,59.75,15.0,731,True
3/17/2020 12:12,True,2,2,31.8,59.6,15.2778,732,True
3/17/2020 12:12,True,2,2,31.75,59.4333,15.0,732,True
3/17/2020 12:13,True,2,2,31.6444,59.4444,15.0,733,True
3/17/2020 12:13,False,2,2,31.4333,60.475,4.58333,733,True
3/17/2020 12:13,False,2,2,31.4,60.15,2.5,733,True
3/17/2020 12:13,False,2,2,31.4,60.0,2.5,733,True
3/17/2020 12:14,False,2,2,31.375,59.9,2.5,734,True
3/17/2020 12:14,False,2,2,31.3143,59.8143,2.5,734,True
3/17/2020 12:15,False,2,2,31.135,59.545,2.5,735,True
3/17/2020 12:16,False,2,2,30.95,59.25,2.5,736,True
3/17/2020 12:16,False,2,2,30.9,59.05,2.5,736,True
3/17/2020 12:21,False,2,2,30.75,55.85,1.66667,741,False
3/17/2020 12:22,False,2,2,30.7043,55.5826,1.66667,742,True
3/17/2020 12:22,False,2,2,30.7,55.34,1.66667,742,True
3/17/2020 12:22,False,2,2,30.6333,55.3,1.66667,742,True
3/17/2020 12:22,False,2,2,30.6,55.35,1.66667,742,False
3/17/2020 12:23,False,2,2,30.5667,55.2333,1.66667,743,True
3/17/2020 12:24,False,2,2,30.4909,55.0409,1.66667,744,True
3/17/2020 12:24,False,2,2,30.4,54.65,1.66667,744,True
3/17/2020 12:24,False,2,2,30.4,54.6,1.66667,744,True
3/17/2020 12:25,False,2,2,30.4,54.65,1.66667,745,True
3/17/2020 12:25,False,2,2,30.3,54.45,1.66667,745,True
3/17/2020 12:25,False,2,2,30.3333,54.4,1.66667,745,True
3/17/2020 12:26,False,2,2,30.3,55.31,1.66667,746,False
3/17/2020 12:27,False,2,2,30.2769,54.7462,1.79487,747,True
3/17/2020 12:27,False,2,2,30.2,54.55,1.66667,747,True
3/17/2020 12:27,False,2,2,30.2,54.825,1.875,747,True
3/17/2020 12:28,False,2,2,30.1,54.55,1.66667,748,True
3/17/2020 12:28,False,2,2,30.1,54.6,2.5,748,True
3/17/2020 12:28,False,2,2,30.05,55.0,2.08333,748,True
3/17/2020 12:30,True,2,2,30.0,54.0,16.6667,750,True
3/17/2020 12:30,True,2,2,30.0,54.0,16.25,750,True
3/17/2020 12:30,True,2,2,30.0,54.0,15.8333,750,True
3/17/2020 12:30,True,2,2,30.0,54.05,15.8333,750,True
3/17/2020 12:30,True,2,2,30.0,54.25,15.8333,750,True
3/17/2020 12:30,True,2,2,30.0,54.45,15.8333,750,True
3/17/2020 12:30,True,2,2,30.0,54.4,15.8333,750,True
3/17/2020 12:31,True,2,2,29.9111,54.1333,15.8333,751,True
3/17/2020 12:31,True,2,2,29.9,54.4333,15.8333,751,True
3/17/2020 12:32,True,2,2,29.9,54.0118,15.8333,752,True
3/17/2020 12:32,True,2,2,29.9,53.6667,15.8333,752,True
3/17/2020 12:36,True,2,2,29.8,53.7,15.0,756,True
3/17/2020 12:36,True,2,2,29.8,53.65,15.0,756,True
3/17/2020 12:37,True,2,2,29.8,53.6333,14.1667,757,False
3/17/2020 12:37,True,2,2,29.8,53.7833,14.5833,757,True
3/17/2020 12:38,True,2,2,29.7867,53.6133,15.0,758,True
3/17/2020 12:38,True,2,2,29.74,53.68,15.0,758,True
3/17/2020 12:39,True,2,2,29.7188,53.6688,15.8333,759,True
3/17/2020 12:40,True,2,2,29.6875,54.125,15.8333,760,False
3/17/2020 12:40,True,2,2,29.7,54.3375,15.8333,760,True
3/17/2020 12:41,True,2,2,29.7,54.48,15.8333,761,True
3/17/2020 12:41,True,2,2,29.7,55.5833,15.8333,761,True
3/17/2020 12:43,True,2,2,29.7,55.2,15.8333,763,True
3/17/2020 12:43,True,2,2,29.7,55.1375,15.8333,763,True
3/17/2020 12:44,True,2,2,29.7,54.8,15.8333,764,False
3/17/2020 12:44,True,2,2,29.7,54.8,15.8333,764,True
3/17/2020 12:44,True,2,2,29.6833,54.9667,15.8333,764,False
3/17/2020 12:46,True,2,2,29.65,54.95,15.8333,766,True
3/17/2020 12:47,True,2,2,29.6,54.6583,15.8333,767,True
3/17/2020 12:47,True,2,2,29.6562,54.4875,15.8333,767,True
3/17/2020 12:48,True,2,2,29.6,54.45,15.8333,768,True
3/17/2020 12:48,True,2,2,29.6,54.5,15.8333,768,True
3/17/2020 12:49,True,2,2,29.6,54.25,15.8333,769,True
3/17/2020 12:50,True,2,2,29.55,54.15,15.8333,770,True
3/17/2020 12:50,True,2,2,29.6,54.0286,15.8333,770,True
3/17/2020 12:50,True,2,2,29.5333,54.0833,15.2778,770,True
3/17/2020 12:51,True,2,2,29.55,54.0167,15.0,771,True
3/17/2020 12:51,True,2,2,29.6,53.9333,15.0,771,True
3/17/2020 12:51,True,2,2,29.6,53.9,15.0,771,True
3/17/2020 12:51,True,2,2,29.6,53.85,15.4167,771,True
3/17/2020 12:51,True,2,2,29.6,53.8143,15.3571,771,True
3/17/2020 12:52,True,2,2,29.58,53.9,15.0,772,False
3/17/2020 12:54,True,2,2,29.5,53.2,15.4167,774,False
3/17/2020 12:54,True,2,2,29.5,53.2,15.8333,774,True
3/17/2020 12:55,True,2,2,29.5,53.5,15.8333,775,True
3/17/2020 12:55,True,2,2,29.5,53.4,15.8333,775,True
3/17/2020 12:55,True,2,2,29.5,53.1917,15.8333,775,True
3/17/2020 12:56,True,2,2,29.5,54.15,15.8333,776,False
3/17/2020 12:56,True,2,2,29.5,54.83,15.8333,776,True
3/17/2020 12:56,True,2,2,29.55,54.7,15.8333,776,True
3/17/2020 12:57,True,2,2,29.6,54.5545,15.8333,777,False
3/17/2020 12:57,True,2,2,29.6333,54.1583,15.8333,777,True
3/17/2020 12:58,True,2,2,29.6857,54.0286,15.119000000000002,778,True
3/17/2020 12:58,True,2,2,29.7,53.7,15.8333,778,False
3/17/2020 12:58,True,2,2,29.7,53.65,15.8333,778,False
3/17/2020 12:58,True,2,2,29.6667,53.6667,15.5556,778,False
3/17/2020 12:59,True,2,2,29.7,53.5,15.8333,779,False
3/17/2020 12:59,True,2,2,29.65,53.525,15.8333,779,False
3/17/2020 12:59,True,2,2,29.6625,53.525,15.8333,779,True
3/17/2020 13:00,True,2,2,29.6,53.625,15.8333,780,True
3/17/2020 13:01,True,2,2,29.6,53.4,15.0,781,True
3/17/2020 13:02,True,2,2,29.6,53.4,15.0,782,True
3/17/2020 13:02,True,2,2,29.5231,53.5385,15.0,782,True
3/17/2020 13:04,True,2,2,29.5125,53.2167,15.5556,784,True
3/17/2020 13:05,True,2,2,29.49,53.09,15.5833,785,True
3/17/2020 13:05,True,2,2,29.4636,52.9091,15.0758,785,True
3/17/2020 13:06,True,2,2,29.4571,52.8857,15.8333,786,False
3/17/2020 13:06,True,2,2,29.4375,52.8875,15.8333,786,False
3/17/2020 13:07,True,2,2,29.4,52.75,15.8333,787,True
3/17/2020 13:12,True,2,2,29.4,51.8833,15.8333,792,False
3/17/2020 13:13,True,2,2,29.345,51.875,15.8333,793,True
3/17/2020 13:13,True,2,2,29.3,51.9333,15.8333,793,False
3/17/2020 13:15,True,2,2,29.2154,51.7923,15.0,795,True
3/17/2020 13:16,True,2,2,29.275,51.725,15.625,796,True
3/17/2020 13:16,True,2,2,29.2917,51.6917,15.8333,796,True
3/17/2020 13:19,True,2,2,29.2875,51.1,15.8333,799,True
3/17/2020 13:19,True,2,2,29.2,51.1,15.8333,799,True
3/17/2020 13:20,True,2,2,29.3,50.9471,15.8333,800,True
3/17/2020 13:20,True,2,2,29.3,50.6714,15.8333,800,False
3/17/2020 13:21,True,2,2,29.2917,50.6167,15.8333,801,True
3/17/2020 13:21,True,2,2,29.3,50.6,15.8333,801,True
3/17/2020 13:23,True,2,2,29.2,50.6,15.8333,803,True
3/17/2020 13:23,True,2,2,29.2,50.65,15.8333,803,True
3/17/2020 13:24,True,2,2,29.1333,50.5667,15.8333,804,False
3/17/2020 13:24,True,2,2,29.175,50.675,15.8333,804,True
3/17/2020 13:24,True,2,2,29.2,50.7,15.8333,804,True
3/17/2020 13:24,True,2,2,29.2,50.6,15.8333,804,True
3/17/2020 13:25,True,2,2,29.2,50.5385,15.2564,805,False
3/17/2020 13:27,True,2,2,29.1562,50.5312,15.5208,807,False
3/17/2020 13:27,True,2,2,29.15,50.5,15.8333,807,True
3/17/2020 13:27,True,2,2,29.1,50.5,15.8333,807,True
3/17/2020 13:28,True,2,2,29.1167,50.4583,15.8333,808,True
3/17/2020 13:28,True,2,2,29.1,50.4,15.8333,808,False
3/17/2020 13:29,True,2,2,29.06,50.4,15.8333,809,True
3/17/2020 13:29,True,2,2,29.08,50.5,15.8333,809,True
3/17/2020 13:29,True,2,2,29.1,50.35,15.8333,809,True
3/17/2020 13:30,True,2,2,29.1,50.34,15.8333,810,True
3/17/2020 13:31,True,2,2,29.15,50.25,15.8333,811,False
3/17/2020 13:31,True,2,2,29.15,50.5,15.0,811,True
3/17/2020 13:32,True,2,2,29.2,50.35,15.0,812,True
3/17/2020 13:33,True,2,2,29.2,50.1,15.0,813,False
3/17/2020 13:33,True,2,2,29.2,50.0,15.0,813,False
3/17/2020 13:35,True,2,2,29.2375,50.0625,15.3125,815,True
3/17/2020 13:35,True,2,2,29.2,50.0,15.4167,815,True
3/17/2020 13:38,True,2,2,29.1333,50.0,15.0,818,True
3/17/2020 13:38,True,2,2,29.1,49.9,15.0,818,True
3/17/2020 13:38,True,2,2,29.1,49.95,14.1667,818,True
3/17/2020 13:38,True,2,2,29.15,50.0,14.1667,818,True
3/17/2020 13:39,True,2,2,29.18,49.97,13.75,819,True
3/17/2020 13:39,True,2,2,29.2,49.8,17.8571,819,True
3/17/2020 13:40,True,2,2,29.2111,49.8889,19.9074,820,True
3/17/2020 13:44,True,2,2,29.16,50.64,24.5,824,False
3/17/2020 13:45,True,2,2,29.1118,49.8824,25.0,825,False
3/17/2020 13:46,True,2,2,29.0375,49.8875,25.0,826,True
3/17/2020 13:46,True,2,2,29.0,49.8833,25.0,826,False
3/17/2020 13:47,True,2,2,29.0351,49.8973,25.3153,827,True
3/17/2020 13:48,True,2,2,28.9,49.8,26.6667,828,True
3/17/2020 13:48,True,2,2,28.9,49.8,26.6667,828,True
3/17/2020 13:49,True,2,2,28.9286,49.9238,26.4286,829,True
3/17/2020 13:51,True,2,2,28.9222,50.2667,25.8333,831,True
3/17/2020 13:51,True,2,2,28.9375,50.425,26.1458,831,True
3/17/2020 13:51,True,2,2,28.92,50.52,25.8333,831,False
3/17/2020 13:53,True,2,2,28.9,50.65,25.0,833,True
3/17/2020 13:53,True,2,2,28.9,50.75,25.4167,833,True
3/17/2020 13:53,True,2,2,28.9,50.75,25.8333,833,True
3/17/2020 13:54,True,2,2,28.9,50.7125,25.8333,834,False
3/17/2020 13:55,True,2,2,28.9562,50.8688,26.5104,835,False
3/17/2020 13:55,True,2,2,28.9125,51.0,26.6667,835,True
3/17/2020 13:59,False,2,2,28.9,51.35,2.5,839,False
3/17/2020 13:59,False,2,2,28.9,51.35,2.5,839,False
3/17/2020 14:00,False,2,2,28.85,51.6,2.5,840,False
3/17/2020 14:01,False,2,2,28.9,51.8667,2.5,841,True
3/17/2020 14:01,False,2,2,28.9,51.65,2.5,841,False
3/17/2020 14:01,False,2,2,28.85,51.75,2.5,841,True
3/17/2020 14:01,False,2,2,28.8667,51.9333,2.5,841,True
3/17/2020 14:02,False,2,2,28.9,51.5875,2.5,842,True
3/17/2020 14:02,False,2,2,28.9,51.3833,2.5,842,True
3/17/2020 14:02,False,2,2,28.9,51.2,2.5,842,True
3/17/2020 14:03,False,2,2,28.9,51.16,2.5,843,True
3/17/2020 14:04,False,2,2,28.9,51.0,2.5,844,True
3/17/2020 14:04,False,2,2,28.9,51.0,2.5,844,True
3/17/2020 14:05,False,2,2,28.9,50.9083,2.5,845,True
3/17/2020 14:05,False,2,2,28.9,51.05,2.5,845,True
3/17/2020 14:05,False,2,2,28.9,51.0667,2.5,845,True
3/17/2020 14:06,False,2,2,28.9,50.85,2.5,846,True
3/17/2020 14:07,False,2,2,28.9,50.75,2.5,847,False
3/17/2020 14:07,False,2,2,28.9,50.75,2.5,847,True
3/17/2020 14:07,False,2,2,28.9,50.8,2.5,847,True
3/17/2020 14:07,True,2,2,28.9,50.5667,9.58333,847,False
3/17/2020 14:08,True,2,2,28.9,50.4286,30.8333,848,True
3/17/2020 14:10,True,2,2,28.9,50.4365,29.4391,850,True
3/17/2020 14:11,True,2,2,28.9,50.2704,28.3333,851,False
3/17/2020 14:12,True,2,2,28.85,50.4,27.5,852,True
3/17/2020 14:12,True,2,2,28.85,50.3,27.5,852,False
3/17/2020 14:13,True,2,2,28.9,50.1923,27.5,853,True
3/17/2020 14:15,True,2,2,28.9,50.35,27.5,855,False
3/17/2020 14:16,True,2,2,28.9,50.475,27.2917,856,True
3/17/2020 14:16,True,2,2,28.9,50.55,26.6667,856,True
3/17/2020 14:18,True,2,2,29.1,50.225,27.2917,858,True
3/17/2020 14:20,True,2,2,29.1,50.3,27.5,860,True
3/17/2020 14:20,True,2,2,29.1,50.3,27.5,860,True
3/17/2020 14:20,True,2,2,29.1,50.3,27.5,860,False
3/17/2020 14:20,True,2,2,29.1,50.25,27.5,860,True
3/17/2020 14:20,True,2,2,29.1,50.25,27.5,860,True
3/17/2020 14:20,True,2,2,29.1,50.25,27.0833,860,True
3/17/2020 14:21,True,2,2,29.1,50.1444,26.6667,861,True
3/17/2020 14:29,True,2,2,29.0187,49.9406,26.1198,869,True
3/17/2020 14:29,True,2,2,29.0,49.95,25.8333,869,True
